municipio;grande_grupamento_atividade;cnae_secao;admitidos;desligados;saldo;variacao_relativa
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;7;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;2;-2;-0.020202020202020204
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;-1;24;36.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;3;0.15789473684210525
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;3;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;10;-6;-0.06451612903225806
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;-1;74;9.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.07142857142857142
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;51;0;25;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;9;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;3;-1;-0.009433962264150943
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;-3;131;25.2
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;6;-5;-0.35714285714285715
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;2;0.2
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;5;-2;-0.02247191011235955
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;2;-1;-0.16666666666666666
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;4;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;26;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;12;16;-4;-0.022857142857142857
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;12;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;24;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.1
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;9;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.1111111111111111
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;2;4;0.2222222222222222
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.07692307692307693
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;-1;118;17.0
Salto;Indústria;Indústrias de Transformação;40;0;3;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;24;17;7;0.02147239263803681
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.08333333333333333
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;7;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.09090909090909091
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;31;22;9;0.014634146341463415
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;3;0.04054054054054054
Salto;Indústria;Indústrias de Transformação;0;2;-2;-0.16666666666666666
Salto;Indústria;Indústrias de Transformação;2;0;2;0.034482758620689655
Salto;Indústria;Indústrias de Transformação;13;30;-17;-0.02068126520681265
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;2;0.025974025974025976
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.047619047619047616
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;11;-6;-0.02631578947368421
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;33;21;12;0.008456659619450317
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;3;-2;-0.034482758620689655
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;2;1;0.01020408163265306
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;8;6;2;0.01694915254237288
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;13;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.3333333333333333
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;0;28;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;24;14;10;0.08849557522123894
Salto;Indústria;Indústrias de Transformação;0;2;-2;-0.1
Salto;Indústria;Indústrias de Transformação;4;1;3;0.1875
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;2;1;0.0196078431372549
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;0;75;7.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;6;86;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;2;51;0.0
Salto;Indústria;Indústrias de Transformação;5;5;205;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;1;29;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;14;0;0.0
Salto;Indústria;Indústrias de Transformação;128;149;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;18;0.0
Salto;Indústria;Indústrias de Transformação;9;5;4;0.03773584905660377
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.024390243902439025
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;41;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;3;2;0.03773584905660377
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;7;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;1;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;8;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;4;1;0.0078125
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;0;100;29.6
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;13;17;-4;-0.018867924528301886
Salto;Indústria;Indústrias de Transformação;5;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.3333333333333333
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;4;-4;-0.07547169811320754
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;9;5;449;15.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;1;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;4;-4;-0.028985507246376812
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;6;-2;-0.00851063829787234
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;14;16;415;67.8125
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.0196078431372549
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;11;17;-6;-0.008982035928143712
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;5;0;5;1.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;-1;-0.125
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;5;1;0.0029154518950437317
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;7;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;3;-1;-0.05263157894736842
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;10;5;5;0.0684931506849315
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;30;19;11;0.01004566210045662
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;8;-2;-0.06666666666666667
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;29;13;16;0.023054755043227664
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;2;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;55;0;0;0.0
Salto;Indústria;Indústrias de Transformação;8;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;9;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;4;-3;-0.04918032786885246
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;43;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;3;6;-3;-0.03529411764705882
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;5;-1;-0.024390243902439025
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;2;5;10.5
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;6;-5;-0.17857142857142858
Salto;Indústria;Indústrias de Transformação;5;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;1;0;0.0
Salto;Indústria;Indústrias de Transformação;0;1;11;0.0
Salto;Indústria;Indústrias de Transformação;2;2;20;0.0
Salto;Indústria;Indústrias de Transformação;3;1;216;37.0
Salto;Indústria;Indústrias de Transformação;0;4;-4;-0.2222222222222222
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;1;0;1;0.043478260869565216
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;6;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;4;9;-5;-0.1282051282051282
Salto;Indústria;Indústrias de Transformação;0;0;0;0.0
Salto;Indústria;Indústrias de Transformação;2;0;0;0.0
