municipio;grande_grupamento_atividade;cnae_secao;admitidos;desligados;saldo;variacao_relativa;ano_ref;mes_ref;codigo_ibge
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;2;5;-3;-0.14285714285714285;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;13;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;1;-1;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;3;0;3;0.5;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;1;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;9;5;4;0.03773584905660377;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;23;-22;-0.17054263565891473;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;5;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;6;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;1;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;1;7;0.0;2025;12;3507506
Botucatu;Construção;Construção;2;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;5;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;0;1;0.1111111111111111;2025;12;3507506
Botucatu;Construção;Construção;2;3;-1;-0.027777777777777776;2025;12;3507506
Botucatu;Construção;Construção;3;4;27;2.25;2025;12;3507506
Botucatu;Construção;Construção;0;3;30;0.0;2025;12;3507506
Botucatu;Construção;Construção;1;5;-4;-0.15384615384615385;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;5;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;0;0;0;0.0;2025;12;3507506
Botucatu;Construção;Construção;7;3;4;0.034782608695652174;2025;12;3507506
Botucatu;Construção;Construção;0;13;-13;-0.30952380952380953;2025;12;3507506
Botucatu;Comércio;Indefinido;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Indefinido;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;12;17;-5;-0.013774104683195593;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;1;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;2;-2;-0.05405405405405406;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;14;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;4;8;-4;-0.022598870056497175;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;1;2;0.041666666666666664;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;0;4;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;5;-2;-0.13333333333333333;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;7;2;5;0.08196721311475409;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;0;2;0.038461538461538464;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;5;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;4;-4;-0.25;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;31;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;2;1;0.01639344262295082;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;9;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;2;-2;-0.07692307692307693;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;4;0;4;0.08695652173913043;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;8;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;4;9;-5;-0.04854368932038835;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;6;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;1;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;7;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;1;0.1;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;1;19;42.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;3;-3;-0.25;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;8;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;3;1;2;0.07407407407407407;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;-1;15;8.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;4;-3;-0.1875;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;8;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;33;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;1;0;1;0.25;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;2;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;0;0;0.0;2025;12;3507506
Botucatu;Comércio;Comércio, Reparação de Veículos Automotores e Motocicletas;0;1;-1;-0.1;2025;12;3507506
